comments,rating,helpful,label
"Fun game.  But ends and you get no more missions, just free play, no way to make more $$$  gets boring after the end of the game.",5,0,Good
"This is probably the best single player game ever made.  No joke.  The multiplayer is pretty decent, although Sony should probably give Rockstar a bigger share of the PSN money.<br><br>Here is my complaint:  Rockstar support is the worst support for any video game ever.  In fact, it is the worst support for any product / service ever.<br><br>Their servers are not always stable, which Rockstar has admitted, even though the support part of the company did not get this message.  Just hope you don't have an issue with them, because they are miserably the worst.<br><br>Buy and play at your own risk.",1,2,Bad
"My social life took a hit when this game arrived at my door.<br><br>There are countless ways to play this game. If you only buy a few games this year, make this one one of them.",5,0,Good
The Best GTA in my opinion.,5,0,Good
"This game has been out for 4 years now, and is still updating with new things. One of the best games every made.",5,0,Good
Fun,5,0,Good
"My son and his friends love this game.There are some things that are for a more mature player, parental discretion advised.",5,One,Good
Open world and online is great,5,0,Good
"Ever since i tried this game on my PS4, it started ejecting the disc ramdomly, like in the middle of the game and for no particular reason, something that didn't happen before and i've had my PS4 since i purchased it on January 2015. Now whenever i'm playing any game and not just GTAV, my console ejects the disc, it is very frustrating. i am not sure if this game caused the problem, but i just had to mention it. It is not a critic on the game itself, which is great by the way, and that's the reason i bought it.",2,0,Bad
Gracias,5,0,Good
Haven’t even opened it lol,5,0,Good
"Me llegó en tiempo indicado , nuevo y  sellado, la única observación que al abrir la caja una pinza que sujeta el mapa e impresiones venia rota, pero nada que afecte al articulo principal que seria el disco.",5,0,Good
"I bought this game 6 mths ago and it no longer works. It is my only game that does read (have older ones), and there are no scratches or any damage on it. I am not sure what happened to it but I am disappointed, it was fun while it lasted I guess.",2,5,Bad
"One of the best games on the PlayStation, Xbox, and PC. Just downright Hilarious Campaign, and Online is amazing!!",5,0,Good
Great game still playing story mode,5,0,Good
"Excelente el envío, llego en la fecha correctamente en perfectas condiciones, muy muy buen servicio y el juego increíble se los recomiendo mucho, buena jugabilidad y lo mejor de todo que viene con un codigo para dinero en el modo online 😍",5,0,Good
very good,4,0,Good
Omg I love it! I was so happy when I got it. It was my Christmas gift to myself.  Great game!,5,0,Good
Fantastic game. The gameplay is completely revamped and is more fluid than anything I've ever played. The ps4 version graphics blow away the ps3 version graphics. In general a fantastic game.,5,8,Good
Very good,5,0,Good
Everything I was looking w,5,0,Good
"Best GTA yet!! This game is addictive. New content is released constantly, you can play online with friends and enjoy yourself or relieve stress. My favorite game on PS4.",5,0,Good
Awesome price for an awesome game,5,0,Good
I waited for this game to go down but it also ends up being $30 - $60 even though the game is 4 years old. In my opinion the game is okay,3,0,Normal
"I have been a fan of the title, And this really delivered! With the ps4 and no games on it, it was hopeful to find that the first great game has hit ps4, thus you should buy it.",5,One,Good
The best game ever in the world,4,0,Good
This is a great game both of my sons loved it so much I had to buy another they would not share,5,0,Good
"This game is definitely an improvement on the previous gen edition. It's strong in the language and subject matter but if that doesn't bother you, this is one of the funnest video games ever made, IMO.",5,0,Good
I don't think the graphics are any better than ps3 but it's still a great game,5,0,Good
"A fantastic game with some of the best graphics I've seen and an amazingly hilarious and sometimes frustrating online multiplayer, this game is worth the price of admission.",5,0,Good
Great Game! I have the PS3 version also and saw the price for the PS4 copy went down so thats why I got it! Glad I did! :) Graphics are crazy! 1st person is cool!,5,0,Good
I got a great price for this game.  It was the real deal for half the cost.,5,0,Good
"Everything GTAV wanted to be at launch and more, if you like the series, this is by and large the best entry.",5,0,Good
The game is perfect nothing wrong best price,5,0,Good
Great,5,0,Good
It arrived a few weeks ahead of schedule!!! Brand new in package and looks good.,5,0,Good
Been one of my top choices in video gaming for the last 3 years. A must have in any collection.,5,One,Good
"The best game in this kind of genre that you can get. There is nothing close to the online experience either. The online loading times are fairly long, though.",5,0,Good
Excelente,5,0,Good
"This game is beautiful with the main story,grafics excellent.the reason why I give 3 stars is because the online game is broken. For no reason the game send you to the main story and if you want to came back you need to reset the game. The loadings are long enough to send you sleep early.",3,0,Normal
Purchased for my neighbor who is quite happy with it.,4,0,Good
Ok,4,0,Good
Awesome product. Delivered very next day of order date.,5,12,Good
classic game,5,0,Good
"It's GTA and it's polished to the max witth more detail, precision and gloss.  I could never finish these games, but I always enjoyed playing them.  This version is definitely the best to date.",5,0,Good
👍,5,0,Good
I like this game,5,0,Good
Sick bih<br><br>Lollipop,5,0,Good
Love this game !!,5,0,Good
Full immersion experience with 1st-person.  Greatly improved upon the PS3 version.,5,0,Good
"Fun as most GTA games are, switching between characters adds to the game. Trevor is by far the funnest character.",4,0,Good
Good game,5,0,Good
Its a great game dont see much difference from last gen other than some audio comes out from the remote! Example: when the po-po are after you the sound when contacting dispatch come thru the remote!,5,0,Good
Hello good afternoon everyone I have buyed gta v In my PS4 some days it work but then I was in the last mission and then I properly shut down the PS4 after that the mission start from starting and the game was blinking very bad product wastage of money don't buy this useless product. We can't play also this much of blinking,1,0,Bad
Love it will by again,5,0,Good
"sinonimo de jugabilidad, quienes lo tengan o hayan visto videos sin duda no hay queja del juego, el precio fue mas que justo",4,0,Good
This game is the best. I loved every moment of the story and the rich detailed world of San Andreas. The multiplayer is hard to get into but I really enjoyed playing with friends.,5,One,Good
The game is exactly what I expected. Great game from rockstar as usual. My only complaint is that as of today 11/18/14 Servers with people on them are still rare.,4,0,Good
"My son loves this game. He had to wait until his 17th birthday, but he finally got it.",5,One,Good
No hay mucho que decir más que es un GTA,4,0,Good
The game works great no scratches and it came in brand new packaging meaning it was new.,5,0,Good
"GTA V is probably one of the Best Games of all time ! Next-Gen graphics are muchhh better than the 360/PS3 versions, and the FPS view is even more immersive ! I LOVE IT &lt;3",5,0,Good
"Multiple upgrades from the PS3 version, a must have for the PS4.  You can transfer your GTA Online character into the new game from your existing account without losing your prior stats, which is great.",5,0,Good
Wow. They really went all out with this game. Incredible amount of content. By far the most disturbing of the GTAs. Wouldn't want my kids to play it.,5,0,Good
"グラフィックが今までやったps4のゲームの中で一番よかった。ワールドの作りこみも素晴らしい！！<br>やりこみが少ないとは言われるけど、いままでやったグラセフの中では最高傑作です。<br>そして僕はトレバーのファンww<br>Graphics of this game is the most beautiful in PS4 games which I have played so far.Also, structures in game world are extraordinary!!<br>It has been said that additional challenges are not many but I think this is the masterpiece of Grand Theft Auto series..<br>In addition, I am a fan of Trevor :)",5,9,Good
Sin problema el juego realmente es Nuevo y sin fallas,5,0,Good
Fast shipping. Stepson loves it.,5,0,Good
Great game for a good price.,4,0,Good
"The language is ridiculous.  I can get as gangsta ad anybody, but enough already.  Wish I could get someone to finish all the stupid missions with all the bad dialogue out of the way, so then my kids couyjust play open world which is fantastic.",2,One,Bad
"The best game ever created it !!! I recommend it 100% , the only big problem with this game is that you will spend to much time playing it !",5,0,Good
ケースが、真っ二つに、割れてました。ディスクは、大丈夫のようですが、中古品を送られてきたのかな？,2,0,Bad
Great everything game not for kids,5,0,Good
Works like brand new and great price :),4,0,Good
Great story line. So sad to have beat the game! I can't wait until the next one!!,5,One,Good
:),5,0,Good
"Sound quality was great when I got it, headset seems really well made and comfortable but I've had it for just over two months and it has been skipping a couple times a minute. It's either on my head or safe in my entertainment center so I have know idea why it stopped working. I'm really disappointed because it was really good when I bought but it just stopped working properly so fast.",2,0,Bad
ゲーム自体は相当なレベルで楽しめますが、<br>よほど語学に堪能な方でないと英語字幕を表示しても内容があまり入ってきません。何となくわかる程度。<br>ストレスなく楽しみたい方は無理をせずに日本語版を購入する事をオススメします。,5,2,Good
Everything workd great have no regrets buying this product,4,2,Good
Came faster than the projected date. Sealed and nice. Works .  Good job,5,0,Good
excelente,5,0,Good
Product was as described. It worked as if I bought it new. Shipping wasn't as fast as I thought but I received it timely.,5,0,Good
Very disapointing. My son saved up and paid 24.99 for Grand Theft Auto for the added starter pack. Arrived in good time but the code for the starter pack did not work and having read the small print turns out it would only work in the US or Canada!! No mention to be shipped from US when  bought it and arrived within 2 days so obviously shipped from UK. Would not shop here again,1,One,Bad
Cool game.,4,0,Good
Good game,5,0,Good
Muy buen producto,5,0,Good
As you well know this is a great game. I also recommend this seller.,5,0,Good
El mejor de los juegos!,5,0,Good
"いや、まさかFPSまで追加してくれるとは思わなかった、神ゲーだなって<br>グラフィック・自由度・操作等☆5+1ですね。制限が☆5までしかないので5でしたが・・・<br>いや、ゴミゲーとかいう奴はPS4がおかしいか頭がおかしいんじゃないか、と思うぐらいですね（笑）<br>最高のゲームなので是非買うべきです！<br>No, I did not think me add No way to FPS, think it 's a God game<br>I graphic-degree-of-freedom-operation or the like is ☆ 5 + 1. Restrictions it was 5 because there is only until ☆ 5, but ...<br>No, I is around I think or not it funny guy is head or PS4 is funny or something Gomige, and lol<br>Because it is the best game you should buy it!",5,13,Good
I love this game.,5,0,Good
"Very nice port, rare fps issues but overall extremely stable.<br><br>Online has occaisonal annoying bugs, such as your character suddenly becoming wrinkly when you get a haircut.",4,0,Good
"Came all rapped up, seems brand new. Had it already for about a year and it is working perfectly fine.",5,0,Good
super fun game to just blow off some steam and surprisingly it has some puzzle aspects to it,5,0,Good
Came early made me happy can't complain,5,0,Good
You know,5,0,Good
"Plays great, fun game",5,0,Good
Buen juego,5,0,Good
Perfectoly received,4,0,Good
Fun game,4,0,Good
"I was super late to the party here. This game is amazing and even if you're aren't a devout fan of GTA, the storyline and the 3 protagonist game play are awesome.",5,0,Good
"The game is a hit for sure and the million bucks we got was awesome, but I think they need to patch it up a bit. It glitches sometimes.",4,One,Good
Don't be scared to play the online version. I spent time on story mode and am now happily addicted to online. I dont play any of my other 10 games. Best PS4 Game!,5,3,Good
Game for all time,5,0,Good
This game is just way too much fun....kind of hard to turn it off!!! If you like free world play games...this is one of the best!!!,5,0,Good
"Llegó muy bien como siempre y es muy recomendable (público +18). En serio, solo es recomendable a mayores de 18 ya que el juego es súper violento y con lenguaje muy fuerte.",5,0,Good
Awesome game on the PS4 had it on the PS3 looked OK over on it but the PS4 looks so much more better then the PS3. Id would recommend this game for the PS4.,5,0,Good
My husband loves it.  Me...not so much.  It does keep him busy though. The scenes are very graphic so don't play it around anyone under 17.,4,0,Good
Great game and great price.,5,0,Good
Esta la poca de la mama,5,0,Good
"Me llego solo 1 juego y en el pedido dice claramente que son 2 , que procede ?",4,0,Good
"Muy buen producto, a muy buen precio.<br>Sumándole que llegó 3 días<br>Antes... llegó con todo y en perfecto estado",5,0,Good
"this is played weekly, minimum! Our fave GTA thus far!",5,0,Good
Great Game!,5,0,Good
Great game,5,0,Good
Love the game so far. Missions are fun and not too difficult. Lots to do and lots of ways to make money. I like how you can play different characters.,5,0,Good
My daughter loves to play it.,5,0,Good
Exactly what I was expecting!,5,0,Good
Works well and it arrived in perfect condition.,5,0,Good
I had an excellent experience with the delivering time and I gave as a gift to a nephew who absolutely loved the game. He found it very entertaining with excellent graphics.,5,0,Good
Great gta game,5,0,Good
Bought this for my boyfriend when he upgraded to PS4. We have been playing GTA5 on PS3. Definitely worth the upgrade! Better quality picture and there are cats. Who doesn't love cats?,5,0,Good
Love it,5,0,Good
this was  a gift. I am just rating it to get it off my page of things to rate. I guess it's good. I wouldn't know. I bought it for someone else.,3,0,Normal
Im from Saudi Arabia and i have got this item within two weeks it's too easy and i really loved it<br><br>Thank you so much,5,0,Good
Very nice game,5,0,Good
"Good game, too long wait, but all good: D",4,0,Good
A GIFT FOR MY GREAT GRANDSON - HE LOVES IT,5,0,Good
それだけの理由で買ってしまうとちょっと後悔すると思う。英語がある程度理解できないと当然楽しめる部分も少なくなるだろうし、<br>日本とは違って○と×の決定ボタンの違いによるストレスもある。<br><br>日本語版との違いを確認したらそれ以上遊ばなくなる危険性もあるかも。特に日本語版をしっかりプレイした後でこちらを購入した方などは・・・。<br>自分はぶっちゃけPC版を購入していればよかったのかなとちょっとだけ後悔しています。,4,21,Good
Muy buen juego,5,0,Good
"My Favorite Game When I Had It Via PS3!! And Now, After Speedy Arrival, It Still Is!!!<br><br>~Thanks Amazon!",5,0,Good
Fast delivery and good price.,5,0,Good
Kids,5,0,Good
My son loved it.,5,0,Good
awesome,5,0,Good
Crazy fun GTA 5's graphics are even better than 4!!,4,One,Good
"This game is the most completed game I've played. Realistic. This game was the only reason I jump from PS3 to PS4, it worth every penny spent...",5,0,Good
"The new style of gameplay certainly adds a new dynamic to the GTA series of games. Its a welcome change and while the controls take a little getting used to, its quite fun.",5,0,Good
I think you know that GTA5 is the best haha,5,0,Good
Wish they had an option to cut all the language drugs and sex out of the game.,4,0,Good
Gift for granddaughter who loves it.,5,0,Good
Hubby loved this gift,5,0,Good
This game is several years old and I just got into it watching You Tube demos.  Love it . . .,5,0,Good
Definitely worth getting if you haven’t,5,0,Good
Kids liked it,3,0,Normal
"Es un juego de mundo abierto, entretenido con una historia que abarca conceptos sociales, políticos y demás con una gran variedad de actividades y coleccionables; agrego además que tiene subtítulos en español.",5,0,Good
"Fun. NOT FOR CHILDREN. be a responsible parent! its sad that when online playing this game there are children 8,9,10 years of age, with a dirtier mouth than any adult out there.",5,10,Good
It came in perfectly,5,0,Good
Worth buying it's not just a regular port from the last gen consoles. Has new features and improved graphics. GTA Online character transfer worked great from old gen consoles to PS4.,5,0,Good
Fantastic game. The only issue is the multiplayer online has a lot of loading screens and issues filling lobbies. With that being said I would definitely purchase this again as my buddies and I have had a blast with it.,3,0,Normal
"Excelente, aunque la clave que traía de regaló ya había caducado.",4,0,Good
"It's a fun ADULT game.  No way would I get this for anyone under the age of 14 or 15.<br>Language, violence and particularly shooting police.",4,0,Good
Nothing beats Vice City,4,0,Good
"Great game, if you like open world with different kind of tasks, this is it.",5,0,Good
Love it but already had it,5,0,Good
素晴らしい！<br>いまだに飽きない。<br><br>360版　日<br>PS4版　日<br>PS4版　米<br>を所持してますが、操作がビミョーーーに違います。<br>決定キャンセル意外では、<br>(視点操作エイムも含む)　(ハンドブレーキ)<br>360　日版　上下通常　　RB or A (かがむが無い)<br>PS4　日版　上下通常　　R1 (×は車内でかがむ)<br>PS4　米版　上下逆　　　PS4日本版と同じ<br>慣れが必要だが、日本版やって北米版やると英語分からなくても安心。,5,12,Good
"El juego llegó un par de días antes de la fecha estimada de entrega y en perfectas condiciones. En cuanto al juego no hay mucho que decir que no sepa ya cualquier gamer, salvo que cada GTA es casi una compra obligada para cualquier plataforma, en PS4 se ve estupendo.  Destacar también que ha sido el mejor precio del mercado. Excelente por Amazon.",5,6,Good
Children love it,4,0,Good
Great game!!,4,0,Good
"Que les puedo decir, para mi uno de los mejores juegos, bueno en todo ya tengo el 96 por ciento y tengo poco que lo compre, vale la pena.",5,0,Good
Amazing just amazing,5,0,Good
I love it.,5,0,Good
This made a great Christmas Gift for my College Student.  I would not advise on getting your small child this game because of the rating.,5,0,Good
Love paying this game,5,0,Good
Excelente servicio llego antes de lo estimado recomendado AAAA++++,5,0,Good
Works well,5,0,Good
Perfect condition.,5,0,Good
"successful transaction, recommended 100%",5,0,Good
Muy buen juego y funcionable,5,0,Good
Great game,5,0,Good
I like the game,5,One,Good
Is a Christmas gift for a 14 year old grandson.  He specifically asked for it before being released.  Am sure he will love it with his Play Station 4.,5,0,Good
Cool,5,0,Good
Worth it,5,0,Good
Excellent game! They did a terrific job rendering it for next-gen systems. This and AC3: Black Flag have been my two favorite games to play on my PS4 so far.,5,0,Good
"Next gen gameplay is amazing. Coming from ps3 to ps4 it is a big step up. If your thinking about upgrading, I definitely recommend it.",5,0,Good
"""The Grove.... Home"" - CJ from San Andreas... I originally had it on Xbox 360 when it first dropped... it was worth re-buying on PS4.",5,0,Good
Great game great story,5,One,Good
This has become one of  my favorite games of all time. What a terrific game! Now all we need is first person and 3 characters In Red Dead.,5,0,Good
"Excelente juego, llego sellado y nuevo. Buena compra y a excelente precio. Recomendable sin dudarlo",4,0,Good
"Great product, as I expected it to be.",5,2,Good
Wow first of all I know it was standard shipping but i got it in just 2days after placing my order! 👍 awesome game to relax and have fun with.,5,0,Good
ps3版をプレイしていたためどうせあまり楽しめないのではと思いましたが、新発見が多く、日本版と北米版の違いも見れて良かったです。英語をあまりわからない方はあまり楽しめないので、日本版をおすすめします。,4,3,Good
Gift for my husband,5,0,Good
"Fast shipping, looks good",5,0,Good
Fun.,5,0,Good
Myvson got this for Christmas he loves it would buy it again,5,0,Good
"Great,and the price is great",4,One,Good
Great game,5,0,Good
"Its a good product, the only bad thing is just its exactly the same stuff that ps3, no innovation.",4,0,Good
"Great game, very cool.",5,0,Good
"Hello! Today, products arrived. I am very happy. Thank you. You are a reliable seller. Also I think that it purchase from you. At that time, thank you.",5,0,Good
Gran juego.,5,0,Good
deff better graphics in the ps4 version rather then the one on ps3 thus it was allready pretty detailed in last gen consoles..always a good time playing this game,5,0,Good
"the best of all time , highly detailed graphics, going to 30fps and 1080p , the game of the year, will not regret if you will buy 1000 % recommended",5,0,Good
Love the the characters &amp; missions and the graphics are just awesome,5,One,Good
Love the game and was ship promptly,4,0,Good
Does this really need an introduction?  If you know it - you love it.  Great game.,5,0,Good
Always like gta games so had to get this one and came brand new factory sealed. 👍,5,0,Good
Love the game and the time it took to get here. Can't say much more other than I am going to play this game until it burns out.,5,0,Good
The game is perfect! But the packaging of any oversea shipment should be strengthened. The box was slightly broken when I received it.,4,0,Good
Llego como quería,5,0,Good
"Different child same game. They will be ready for the cold winter nights. I love to sit with them &amp; watch. Came on time, package done well.",5,0,Good
Online mode has endless gameplay. Well worth the price tag.,5,0,Good
Good,5,0,Good
"Great benefits of this game: Ab work out from laughing, a great game, and the Talk Radio station while in the cars.",5,0,Good
Great game but not for young kids!,4,0,Good
Good price,5,0,Good
good game... enjoyed it,5,0,Good
Incredible game with a great storyline and amazing amount of detail. Best GTA ever made by far.,5,0,Good
Fun game. Playing online is amazing it so fun thats why bought this game on PS4 i had the ps3 version and had to upgrade it's so cool,5,0,Good
I also have the Xbox 360 version of GTA V and this one looks so much better. I am excited for Rockstar's future games on the PS4.,5,0,Good
Excelente,5,0,Good
More fun than real life!,5,0,Good
Love it &lt;3,5,0,Good
Bueno,5,0,Good
Kids are happy,5,0,Good
"Great story. Has my faviorate charecters Trevor, also Franklin and Michal and Conner",5,0,Good
"this is an awesome game, even if you dont play the levels thier is still a ton to do",5,0,Good
I love this game!!! I'm a fan of GTA games. This is even better than the older ones.<br>Very Happy with my purchase.,5,0,Good
Love this game. My son loves it more lol,5,0,Good
Love it,5,0,Good
GTA fun game,5,0,Good
I love this game,5,0,Good
Great,5,0,Good
"absolutely furious.<br>If you live in the UK, do NOT buy this!<br>The redemption code to use for your starter park will not be valid, it will throw up an error code saying ""the prepaid card is not available in this region"".<br>This isn't mentioned anywhere on the listing, I feel totally ripped off.",1,0,Bad
"This game is great, having a good storyline and being able to play any character of the 4 at any time.",5,0,Good
Great game. Horrible load time,5,0,Good
"a lot better then buying the downloaded version off the PS4 store, I like this game so much",5,0,Good
Great game!  Lots of effort put into it and I experienced no bugs at all.  The online content is amazing 10/10,5,0,Good
It’s really fun,5,0,Good
"It's almost as good as the previous, but still tons of fun.<br>Man I miss Niko.",5,One,Good
"Hace tiempo que adquirí el juego para PS3, ahora lo tengo en la PS4, es lo mismo pero con mejor calidad y con mejores actualizaciones, además de que en la PS3 ya no lo actualizan.",5,0,Good
Good game,5,2,Good
"Love this game! One of my all time favorites. Its like playing a movie. The amount of detail, humor, and story that went into this game deserves a nod.",5,0,Good
Todo impecable,5,0,Good
Cool....But I regard to buy a PlayStation now. ..I think it's better to play GTA on PC,5,0,Good
Nice cd,5,0,Good
LOVE THE GAME ITS REALLY EXCITING WOULD RECOMMEND FOR ANYONE THAT WANTS TO HAVE FUN!!!!,5,0,Good
Good,5,0,Good
"Dejando de un lado el juego, el envío tardó demasiado debido a que es importado (se entiende) luego me dijeron que cancelarían porque no encontraban el lugar de destino (háganme el favor...) me mandaron un correo diciendo lo del reembolso y al final dijeron que siempre si me lo iban a entregar, y al final tuve que ir a recogerlo a un punto de servicio",4,5,Good
"Fantastic game, well worth the purchase price. Delivered on time and in great shape.",5,0,Good
Great all perfect,5,0,Good
"Great game. Not so much for the micro-transactions, but you can grind everything in the game for free - eventually...",5,0,Good
ストリッパーが乳首全開じゃない。<br>日本より隠してる。<br>だけど娼婦とのはみれる。<br>オンラインがクソ<br>4の方が面白かった。,3,8,Normal
Great game. Kids love it,5,0,Good
Contributes to the devolution of society!,4,One,Good
I liked and I recommend for everybody,5,One,Good
Great game,5,0,Good
It's a great game. There are plenty of missions to do in Story mode and online.,5,0,Good
Nueva en perfecto estado,5,0,Good
"Todo en orden con la compra como siempre, gracias Amazon. El juego es excelente y muy adictivo para mayores de 18 años, no para niños. El paquete llegó a los 9 días de la compra y con el disco suelto dentro de  la caja, pero ninguna raya.",4,0,Good
I returned the game upon reception,4,0,Good
"No me llego a mi casa y me llego un correo que ya había sido entregado, pero llame al call center y me resolvieron sin problema",5,0,Good
cool,5,0,Good
"I give it as a Xmas present to my 14 years old son, he likes the graphics and felt challenged. It was received  on time and we'll packaged",5,0,Good
He enjoys it,4,0,Good
Good price good game,5,0,Good
This game rocks. I now have all the GTA's. Waited to get this one for ps4. Well worth the wait. Its cool it pairs with your cell phone.,5,0,Good
Great game  and great service really love it I will be ordering more stuff from here.,5,0,Good
Good game if you are into the fan base GTA series,4,0,Good
"What can I say, I love this game, I had it on my PS3 and now I have it on my PS4",5,0,Good
Good game,5,0,Good
uno de los mejores videogames,5,0,Good
I love the missions.,5,0,Good
Great game for $15!!!,5,0,Good
"Bastante bien yo tenía mis dudas de comprarlo a estas alturas pero no me arrepiento y Amazon es enverdad el mejor vendedor hasta ahora que conozco, mi paquete llego un día antes del indicado y en excelentes condiciones.",5,0,Good
perfect,5,0,Good
I bought it for my son and he likes it. If he is happy I am too.,5,0,Good
Play it a lot. Enjoy it.,5,0,Good
"My daughter finished it in 2 weeks and is now working on her online rankings. So while I have not played it, she gives it 5 stars!",5,0,Good
The best $60 I ever spent! The reviews that suggest the menu is difficult to read is completely exaggerated and the quality is great. No negatives whatsoever!,5,0,Good
"OMG. If you've been living under a rock and haven't played GTA 5 on a next gen console or PC, your have no idea what you're missing!",5,One,Good
BUEN JUEGO,5,0,Good
Exploring and interacting.,5,0,Good
OK!,5,0,Good
Came brand new as described and works,5,0,Good
"Esta super bueno el juego, llevo con el 8 meses y no eh tenido ningún problema, Esta genial el juego.",5,0,Good
Good,5,0,Good
The seller did a great job shipping.  And GTA V - what is not to love?!,5,0,Good
Awsome i got this the following night.<br>With prime.,5,0,Good
I can't stomach playing as Trevor hje's such a gross example of a human being.,4,0,Good
This is great and it's getting better and better every time they come out.,5,0,Good
Bought this as a gift for my brother. He loves it.,5,0,Good
Very good Fast thanks,5,0,Good
"One of the best games of all times, it a definite must have to all gamers.",5,One,Good
Best,5,0,Good
Good,5,0,Good
Great game!,5,0,Good
Exelente juegazo,5,0,Good
Still a good game,5,0,Good
Great game,5,0,Good
Good quality,5,0,Good
"Hours of ""entertainment,"" but my time probably could have been better spent with my wife and kids... or playing Last of Us.",4,0,Good
If you haven't played this game it's a must that you get it,5,0,Good
Works great,5,0,Good
Pura vida,5,0,Good
Excellent gaming experience.,4,0,Good
Awesome game and after many years they still make great updates to keep it fun online!!!!,5,0,Good
"El juego me ha llegado super bien cuidado y nuevo tal y como dice en la descripción y como se puede observar en las fotos llego con todo lo que debe traer su disco original completo mapa físico, manual y el código de GTA ONLINE",5,4,Good
"Well, my son plays it often. It was a great price compared to the local game stores...",5,0,Good
さすがに飽きる<br>早くGTA6出してくれませんかね〜ロックスターさんよー,3,3,Normal
PS3で、遊んでいましたがPS4の追加要素とグラフィックの向上、国内版で規制された部分も楽しめるので、購入しました。ストーリーを楽しむには、国内版の方が良いかもしれませんが、一度遊んだ、英語でもわかる人は、こちらでも楽しめると思います。ただ決定ボタンは○でなく×なので、操作慣れしている方は戸惑うと思います,4,11,Good
"10/10 for a rockstar game, it has an amazing story &amp; the online mode is facinating.",5,One,Good
What else is there to say. New game for a cheap price.....insert thumbs up emoji here,5,0,Good
Vamos,5,5,Good
Very good,5,0,Good
Great game!,5,0,Good
"Excelente juego! Todo bien, llegó rápido y empaquetado muy bien. Además de haber sido una ganga en cuanto al precio. Mis primos compraron también ya que les dije de la oferta.",5,0,Good
Bueno sin queja,5,0,Good
Just as expected,4,0,Good
Good,5,0,Good
good condition,4,0,Good
日本版ではあまり人が多くないものの、輸入版となれば、人が多い。<br>特にレースが多いです。,5,0,Good
Very good,5,0,Good
Love it,5,0,Good
Never stop playing,5,0,Good
Awesome replay value. Love the Gta series.,5,0,Good
Really good game being able to play as three different characters and a lot of variety in missions not a big fan gta online though,5,0,Good
"A pesar de que no soy muy fan de que está entrega, realmente me ha entretenido mucho y por algo sigue vendiendo mucho este juego, lo recomiendo porque con este puedes pagar lo que cuesta y le puedes sacar muchísimas horas de juego. El envío como siempre excelente",5,One,Good
"Great game. Visuals are good, gameplay is as fun as any GTA. I can't offer a comparison between this-gen/last-gen, but I'm happy with the looks on the PS4.",5,0,Good
Came on time!! Used but no scratches looked brand new!! My son enjoyed this for Christmas.,5,0,Good
Still play today,5,0,Good
My son loving it.,4,0,Good
Awesome game.  I had 5 stars within the first 10 minutes before getting wasted.,5,0,Good
My daughter is having a great time with this..normally she does not like GTA...price was great compared to other discount places..,5,0,Good
Grandson asked for this game by name for Christmas. Thus far he likes it and has not voiced any problems.,4,0,Good
Llegó en perfectas condiciones. Muy bien juego,4,0,Good
"good product. good quality, I would buy it again. Excellent",5,0,Good
"Brand new in plastic and everything, included the map in the case. Verry good buy",5,0,Good
Happy<br>With promo,5,0,Good
The best online game ever!,5,0,Good
My son asked for this for christmas. This came quickly and was undamaged or open. Perfect!,5,0,Good
"Son loved the game, the graphics are great. Fast shipper, very impressed",5,0,Good
Nephew is enjoying it.,4,0,Good
"This was given to my son for Christmas.<br>He told me to return this,it's to graphic.<br>There's hope for him yet.",4,0,Good
規制が無いのは素晴らしいと言うか本当は当然の事ですが言葉の壁は大きいです。ストーリーどころか操作の仕方すら分からないです。CGは素晴らしいので日本語版をした方と又は英語が解る方の為の物でしょう,4,2,Good
i really love this game. the package arrived without any damage anf fast. excellent service,5,0,Good
Good,5,0,Good
wιтнoυт тнιѕ gaмe ι woυld нave never мeт мy ғrιendѕ ι нave. тнanĸѕ rocĸѕтar ғor мonтнѕ oғ ғυn тιмeѕ and greaт мeмorιeѕ!,5,One,Good
いいですね。内容は日本物と違いアメリカそのものが味わえます。コントローラーのΟとΧが逆になります。,5,One,Good
Item is as described,5,0,Good
Liked,5,One,Good
Thanks,5,One,Good
"El producto corresponde a la descripción, llego perfectamente empacado, sin algún daño. Llego en la fecha estimada, a buen precio. Estoy satisfecho con mi compra. Lo recomiendo mucho.",5,0,Good
Me encantó el juego y la verdad el precio es insuperable,4,0,Good
Works great!,5,0,Good
Good game,5,0,Good
"Not for kids for sure, great adult game!",5,0,Good
Good game.,4,0,Good
game worked as expected,5,0,Good
Bought this game for my husband initially but it quickly became something we both can't put down.,5,One,Good
Siempre valdrá la pena volver a jugar GTA V. Lo termine en su momento para PS3 y ahora en ps4 me sigue pareciendo fantástico a pesar de que ya pasaron 5 años de su salida. El servicio de amazon como siempre excelente.,5,0,Good
Nice game,5,0,Good
It’s a very good game!!!!!,5,0,Good
Best game ever made. Constant updates to make it feel new.,5,0,Good
ディスクケースが無くディスクのみでした。<br>北米版じゃなく、日本語版がとどきました,2,One,Bad
thank you<br>very much,5,0,Good
Purchased this game for my son as a gift. He loves it! One of the better games in the series.,5,0,Good
good good,5,0,Good
I am assuming this is pretty good as my son is playing it a lot.,5,0,Good
It's gta v great game fun and good way to pass a boring day if your on ps4 look me up psn tag Twentyways,5,0,Good
"Came brand new, works very perfectly, and it is a great price!! Definitely recommend!!",5,0,Good
Like,5,0,Good
Llego a tiempo,5,One,Good
Very good!!,4,0,Good
Good game,5,0,Good
